"~start_node_id","~start_node_labels","~start_node_property_name","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_published_year","~end_node_property_isbn13","~end_node_property_description","~end_node_property_average_rating","~end_node_property_title","~start_node_property_published_year","~start_node_property_isbn13","~start_node_property_description","~start_node_property_average_rating","~start_node_property_title","~end_node_property_name"
"639","Author","Geoffrey Chaucer","WROTE","669","Book",1977,"9780140440225","A retelling of the medieval poem about a group of travelers on a pilgrimage to Canterbury and the tales they tell each other",3.49,"The Canterbury Tales",,,,,,
"639","Author","Geoffrey Chaucer","WROTE","721","Book",1983,"9780140444087","Gathers four of Chaucer's longer poems that depict poetic dreams about the rituals and emotions of courtly love",3.58,"Love Visions",,,,,,
"639","Author","Geoffrey Chaucer","WROTE","1359","Book",1998,"9780192833600","Provides a modern verse translation of the story of a group of pilgrims who pass the time during their journey by telling each other tales",3.49,"The Canterbury Tales",,,,,,
"639","Author","Geoffrey Chaucer","WROTE","7863","Book",1977,"9780812000399","Each line of the original Middle English is followed by a line of modern English 'translation.' Includes biography of Chaucer, interpretive introduction.",3.75,"Chaucer's Canterbury Tales (Selected)",,,,,,
"640","Author","Horace Walpole","WROTE","638","Book",1968,"9780140430363","Walpole's The Castle of Otranto, Beckford's Vathek, and Shelley's Frankenstein The Gothic novel, which flourished from about 1765 until 1825, revels in the horrible and the supernatural, in suspense and exotic settings. This volume, with its erudite introduction by Mario Praz, presents three of the most celebrated Gothic novels: The Castle of Otranto, published pseudonymously in 1765, is one of the first of the genre and the most truly Gothic of the three. Vathek (1786), an oriental tale by an eccentric millionaire, exotically combines Gothic romanticism with the vivacity of The Arabian Nights and is a narrative tour de force. The story of Frankenstein (1818) and the monster he created is as spine-chilling today as it ever was; as in all Gothic novels, horror is the keynote. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",3.7,"Three Gothic Novels",,,,,,
"640","Author","Horace Walpole","WROTE","1363","Book",1998,"9780192834409","First published pseudonymously in 1764, The Castle of Otranto purported to be a translation of an Italian story of the time of the crusades. In it Walpole attempted, as he declared in the Preface to the second edition, `to blend the two kinds of romance: the ancient and the modern'. He gives us a series of catastrophes, ghostly interventions, revelations of identity, and exciting contests. Crammed with invention, entertainment, terror, and pathos, the novel was an immediate success and Walpole's own favourite among his numerous works. His friend, the poet Thomas Gray, wrote that he and his family, having read Otranto, were now `afraid to go to bed o'nights'. The novel is here reprinted from a text of 1798, the last that Walpole himself prepared for the press.",3.18,"The Castle of Otranto",,,,,,
"641","Author","William Beckford","WROTE","638","Book",1968,"9780140430363","Walpole's The Castle of Otranto, Beckford's Vathek, and Shelley's Frankenstein The Gothic novel, which flourished from about 1765 until 1825, revels in the horrible and the supernatural, in suspense and exotic settings. This volume, with its erudite introduction by Mario Praz, presents three of the most celebrated Gothic novels: The Castle of Otranto, published pseudonymously in 1765, is one of the first of the genre and the most truly Gothic of the three. Vathek (1786), an oriental tale by an eccentric millionaire, exotically combines Gothic romanticism with the vivacity of The Arabian Nights and is a narrative tour de force. The story of Frankenstein (1818) and the monster he created is as spine-chilling today as it ever was; as in all Gothic novels, horror is the keynote. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",3.7,"Three Gothic Novels",,,,,,
"643","Author","Mary Shelley","WROTE","638","Book",1968,"9780140430363","Walpole's The Castle of Otranto, Beckford's Vathek, and Shelley's Frankenstein The Gothic novel, which flourished from about 1765 until 1825, revels in the horrible and the supernatural, in suspense and exotic settings. This volume, with its erudite introduction by Mario Praz, presents three of the most celebrated Gothic novels: The Castle of Otranto, published pseudonymously in 1765, is one of the first of the genre and the most truly Gothic of the three. Vathek (1786), an oriental tale by an eccentric millionaire, exotically combines Gothic romanticism with the vivacity of The Arabian Nights and is a narrative tour de force. The story of Frankenstein (1818) and the monster he created is as spine-chilling today as it ever was; as in all Gothic novels, horror is the keynote. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",3.7,"Three Gothic Novels",,,,,,
"643","Author","Mary Shelley","WROTE","6709","Book",2004,"9780743487580","Presents the story of Dr. Frankenstein and his obsessive experiment that leads to the creation of a monstrous and deadly creature.",3.78,"Frankenstein",,,,,,
"643","Author","Mary Shelley","WROTE","9868","Book",2002,"9781586633578","A guide to studying British author Mary Shelley's 1818 novel, Frankenstein, featuring a complete plot summary and analysis, character analyses, explanations of key themes, motifs & symbols, and a review quiz.",3.47,"Frankenstein",,,,,,
"645","Author","Oscar Wilde","WROTE","642","Book",1973,"9780140430899","No Marketing Blurb",4.21,"De Profundis and Other Writings",,,,,,
"645","Author","Oscar Wilde","WROTE","1340","Book",2006,"9780192807298","When Dorian Gray has his portrait painted, he is captivated by his own beauty. Set in fin-de-siecle London, this novel traces a path from the studio of painter Basil Hallward to the opium dens of the East End. Combining elements of the supernatural, aestheticism, and the Gothic, this is a work of fiction.",4.07,"The Picture of Dorian Gray",,,,,,
"645","Author","Oscar Wilde","WROTE","1360","Book",1998,"9780192833761","For the first time in one volume, this complete collection of all the short fiction Oscar Wilde published contains such social and literary parodies as 'Lord Arthur Savile's Crime' and 'The Canterville Ghost;' such well-known fairy tales as 'The Happy Prince,' 'The Young King,' and 'The Fisherman and his Soul;' an imaginary portrait of the dedicatee of Shakespeare's Sonnets entitled 'The Portrait of Mr. W.H.;' and the parables Wilde referred to as 'Poems in Prose,' including 'The Artist,' 'The House of Judgment,' and 'The Teacher of Wisdom.'",4.16,"Complete Shorter Fiction",,,,,,
"645","Author","Oscar Wilde","WROTE","2284","Book",2007,"9780321427137","From Longman's new Cultural Editions Series, Oscar Wilde's The Picture of Dorian Gray, edited by Andrew Elfenbein, includes the novel and contextual materials from the era of Oscar Wilde. This edition of Oscar Wilde's classic work, The Picture of Dorian Gray, highlights the novel's modernity in both its form and its revolutionary content, and traces its links to modernist literature and the culture of modernity alike. Previous editions of the novel have only seen it in a late Victorian context, or as an extension of the aesthetic theories of Walter Pater and the 'art for art's sake' movement. As presented in this new edition, however, the freshness and originality of the book emerges, along with its strong social messages. The book is a pastiche of genres that propels nineteenth-century realism into twentieth-century modernism ahead of its own time. Wilde's novel offers a myth for modernity whose hold on the cultural imagination has only strengthened over time-Dorian Gray's uncanny bond with his own portrait underscores the loss of selfhood everyone experiences in a world of images and copies, paves the way for the discourses of homosexuality and the understanding of lifestyle as identity so current today, and provides clues to the mysteries of modern ethics and politics. The edition also emphasizes the role of gender and the rise of female emancipation underlying the Sybil Vane subplot, a focus on women that intensifies the book's relevance to modern transformations of men and women alike.",4.07,"Oscar Wilde's The Picture of Dorian Gray",,,,,,
"645","Author","Oscar Wilde","WROTE","3030","Book",1998,"9780375751516","The handsome appearance of dissolute young Dorian Gray remains unchanged while the features in his portrait become distorted as his degeneration progresses",4.07,"The Picture of Dorian Gray",,,,,,
"645","Author","Oscar Wilde","WROTE","4707","Book",2001,"9780486414232","Although Oscar Wilde (1854–1900) created a wide range of poetry, essays, and fairy tales (and one novel) in his brief, tragic life, he is perhaps best known as a dramatist. His witty, clever drama, populated by brilliant talkers skilled in the art of riposte and paradox, are still staples of the theatrical repertoire. An Ideal Husband revolves around a blackmail scheme that forces a married couple to reexamine their moral standards — providing, along the way, a wry commentary on the rarity of politicians who can claim to be ethically pure. A supporting cast of young lovers, society matrons, an overbearing father, and a formidable femme fatale continually exchange sparkling repartee, keeping the play moving at a lively pace. ike most of Wilde's plays, this scintillating drawing-room comedy is wise, well-constructed, and deeply satisfying. An instant success at its 1895 debut, the play continues to delight audiences over one hundred years later. An Ideal Husband is a must-read for Wilde fans, students of English literature, and anyone delighted by wit, urbanity, and timeless sophistication.",4.04,"An Ideal Husband",,,,,,
"645","Author","Oscar Wilde","WROTE","4710","Book",2001,"9780486419251","Presents eleven of the English writer's works including the title story featuring a three hundred-year-old ghost who fails to intimidate the newest occupants of his manor house.",3.93,"The Canterville Ghost and Other Stories",,,,,,
"645","Author","Oscar Wilde","WROTE","9313","Book",2005,"9781557424297","A young man of rare beauty, Dorian Gray is the very picture of the ideal British gentleman. When he is drawn into a life of decadence and lustful indulgence, he discovers a painting begins to bear new marks for each of his sins, leaving him as youthful and attractive as ever. And so begins Dorian's descent into a personal hell of lies, murder, and depravity.",4.07,"The Picture of Dorian Gray",,,,,,
"645","Author","Oscar Wilde","WROTE","10005","Book",2005,"9781592241873","Oscar Wilde's timeless classic of an American family that buys a British manor -- complete with ghost! Filmed many times, its light tone and gentle chills continue to thrill new generations.",3.89,"The Canterville Ghost",,,,,,
"645","Author","Oscar Wilde","WROTE","10131","Book",2006,"9781595690364","This homoerotic novel unmasked the cynical double moral standards of the Victorian era: The love of Camille and Teleny is shattered by social reprisals. It was originally published in 1893 by Leonard Smithers who praised it as being 'the most powerful and cleverly written erotic romance which has appeared in the English language.' (Adult Fiction)",3.68,"Teleny, Or, The Reverse of the Medal",,,,,,
"648","Author","Friedrich Nietzsche","WROTE","646","Book",1993,"9780140433395","Presents an argument for the necessity for art in life. This book is based on the author's enthusiasms for Greek tragedy, for the philosophy of Schopenhauer and for the music of Wagner. It outlines a distinction between two central forces: the Apolline, representing beauty and order, and the Dionysiac, a primal or ecstatic reaction to the sublime.",3.98,"The Birth of Tragedy",,,,,,
"648","Author","Friedrich Nietzsche","WROTE","727","Book",1990,"9780140445145","'Twilight of the Idols', an attack on all the prevalent ideas of his time, offers a lightning tour of his whole philosophy. It also prepares the way for 'The Anti-Christ', a final assault on institutional Christianity. Both works show Nietzsche lashing out at self-deception, astounded at how often morality is based on vengefulness and resentment. Both reveal a profound understanding of human mean-spiritedness which still cannot destroy the underlying optimism of Nietzsche, the supreme affirmer among the great philosophers.",4.16,"Twilight of Idols and Anti-Christ",,,,,,
"648","Author","Friedrich Nietzsche","WROTE","788","Book",2003,"9780140449235","New chronology and further reading Translated by R. J. Hollingdale Introduction by Michael Tanner.",4.02,"Beyond Good and Evil",,,,,,
"648","Author","Friedrich Nietzsche","WROTE","4966","Book",1997,"9780521599634","A new edition of this important work of Nietzsche's 'mature' philosophy.",4.17,"Nietzsche: Daybreak",,,,,,
"648","Author","Friedrich Nietzsche","WROTE","4971","Book",1999,"9780521639873","A new translation and edition of one of the seminal philosophical works of the modern period.",4.02,"Nietzsche: The Birth of Tragedy and Other Writings",,,,,,
"650","Author","Thomas Hardy","WROTE","647","Book",2007,"9780140435191","Hardy's two versions of a strange story set in the weird landscape of Portland. The central figure is a man obsessed both with the search for his ideal woman and with sculpting the perfect figure of Aphrodite.",3.59,"The Pursuit of the Well-beloved and the Well-beloved",,,,,,
"650","Author","Thomas Hardy","WROTE","810","Book",1994,"9780140620474","Independent and spirited Bathsheba Everdene has come to Weatherbury to take up her position as a farmer on the largest estate in the area. Her bold presence draws three very different suitors: the gentleman-farmer Boldwood, soldier-seducer Sergeant Troy and the devoted shepherd Gabriel Oak. Each, in contrasting ways, unsettles her decisions and complicates her life, and tragedy ensues, threatening the stability of the whole community. The first of his works set in Wessex, Hardy’s novel of swift passion and slow courtship is imbued with his evocative descriptions of rural life and landscapes, and with unflinching honesty about sexual relationships.",3.94,"Far from the Madding Crowd",,,,,,
"650","Author","Thomas Hardy","WROTE","3045","Book",1994,"9780375757181","Presents Hardy's classic novel of two people caught up in their passion for each other and conflicting ambitions.",3.85,"The Return of the Native",,,,,,
"652","Author","Wilkie Collins","WROTE","649","Book",1998,"9780140436075","Probably the first full-length novel with a woman detective as its heroine, The Law and the Lady (1875) is a fascinating example of Collins' later fiction. Valeria Valerie Woodville's first act as a married woman is to sign her name incorrectly in the marriage register; this slip is followed by a gradual disclosure of secrets about her husband's earlier life, each of which leads to another set of questions and enigmas. Developing many of the techniques at work in The Moonstone in bizarre and unexpected ways, and employing both Gothic and fantastic elements, The Law and the Lady adds a significant dimension to the history of the detective novel.",3.8,"The Law and the Lady",,,,,,
"652","Author","Wilkie Collins","WROTE","967","Book",2003,"9780141439617","Edited with an Introduction and Notes by Matthew Sweet.",3.99,"The Woman in White",,,,,,
"652","Author","Wilkie Collins","WROTE","1357","Book",1999,"9780192833075","B`..melodrama is perennial and the craving for it is perennial and must be satisfied' T. S. Eliot ('Wilkie Collins and Dickens') Collins's ability to construct a gripping situation and to create an atmosphere of mystery and menace is fully evident in the three novellas reprinted here. All proceed through a series of dramatic scenes to a climax that in one case at least is literally explosive. The fast-paced Miss or Mrs? (1871) opens on a yacht, features a remarkably unconventional heroine, and entails murder attempts, blackmail, clandestine marriage and commercial fraud. Dramatic and psychologically absorbing, the action of The Haunted Hotel (1878) takes place in an ancient Venetian palazzo converted into a modern hotel that houses a grisly secreI. Lastly, set in a beautiful water-mill, The Guilty River (1886) depicts a group of alienated characters, whose relationships threaten to erupt in violence and murder. Varied in setting and tone, these stories demonstrate Collins's plot-making skill at its most succinct and intricate. *Introduction * Textual Note * Bibliography * Chronology * * Explanatory Notes *Appendix: Collins's prefaces",3.79,"Miss Or Mrs?",,,,,,
"652","Author","Wilkie Collins","WROTE","9250","Book",2006,"9781551116440","As the inscription on his tombstone reveals, Wilkie Collins wanted to be remembered as the “author of The Woman in White,” for it was this novel that secured his reputation during his lifetime. The novel begins with a drawing teacher’s eerie late-night encounter with a mysterious woman in white, and then follows his love for Laura Fairlie, a young woman who is falsely incarcerated in an asylum by her husband, Sir Percival Glyde, and his sinister accomplice, Count Fosco. This edition returns to the original text that galvanized England when it was published in serial form in All the Year Round magazine in 1860. Three different prefaces Collins wrote for the novel, as well as two of his essays on the book’s composition, are reprinted, along with nine illustrations. The appendices include contemporary reviews, along with essays on lunacy, asylums, mesmerism, and the rights of women.",3.99,"The Woman in White",,,,,,
"654","Author","Charles Dickens","WROTE","651","Book",1999,"9780140436143","The greed of his family has led wealthy old Martin Chuzzlewit to become suspicious and misanthropic, leaving his grandson and namesake to make his own way in the world. And so young Martin sets out from the Wiltshire home of his supposed champion, the scheming architect Pecksniff, to seek his fortune in America. In depicting Martin�s journey � an experience that teaches him to question his inherited self-interest and egotism � Dickens created many vividly realized figures: the brutish lout Jonas Chuzzlewit, plotting to gain the family fortune; Martin�s optimistic manservant, Mark Tapley; gentle Tom Pinch; and the drunken and corrupt private nurse, Mrs Gamp. With its portrayal of greed, blackmail and murder, and its searing satire on America Dickens�s novel is a powerful and blackly comic story of hypocrisy and redemption.",3.83,"Martin Chuzzlewit",,,,,,
"654","Author","Charles Dickens","WROTE","667","Book",2003,"9780140439052","After reading Christmas Carol, the notoriously reculsive Thomas Carlyle was 'seized with a perfect convulsion of hospitality' and threw not one but two Christmas dinner parties. The impact of the story may not always have been so dramatic but, along with Dickens other Christmas writings, it has had a lasting and significant influence upon our ideas about the Christmas spirit, and about the season as a time for celebration, charity, and memory.",4.13,"A Christmas Carol and Other Christmas Writings",,,,,,
"654","Author","Charles Dickens","WROTE","966","Book",2003,"9780141439600","Edited with an Introduction and Notes by Richard Maxwell.",3.83,"A Tale of Two Cities",,,,,,
"654","Author","Charles Dickens","WROTE","977","Book",2003,"9780141439969","The daughter of an imprisoned debtor, Amy Dorrit works to free her family from their dire circumstances as she suffers the injustices of nineteenth-century English society, in a new edition that includes a chronology of Dickens's work, expanded notes, updated suggestions for further reading, and an informative introduction. Reprint.",3.98,"Little Dorrit",,,,,,
"654","Author","Charles Dickens","WROTE","1123","Book",2006,"9780143037613","The English equity court of the nineteenth-century is satirized in Dickins' tale about the suit of Jarndyce vs. Jarndyce.",4.01,"Bleak House",,,,,,
"654","Author","Charles Dickens","WROTE","1337","Book",2006,"9780192806949","Collects some of the author's Christmas stories, including 'A Christmas Carol,' in which a miser learns the true meaning of Christmas when three ghostly visitors review his past and foretell his future.",4.12,"A Christmas Carol and Other Christmas Books",,,,,,
"654","Author","Charles Dickens","WROTE","1358","Book",1998,"9780192833594","Presents the classic story of the orphan Pip, the convict Magwitch, the beautiful Estella, and her guardian, the embittered Miss Havisham",3.76,"Great Expectations",,,,,,
"654","Author","Charles Dickens","WROTE","1615","Book",2003,"9780237525378","This wonderful series is a quick way into a range of exciting stories, from the chilling tale of Frankenstein, to the gripping adventure of Treasure Island and the powerful animal story of Call of the Wild. Fast-moving and accessible, each story is a shortened, dramatically illustrated version of the classic novel, which loses none of the strength and flavour of the original.",3.66,"Oliver Twist",,,,,,
"654","Author","Charles Dickens","WROTE","3043","Book",2001,"9780375757013","Presents the classic story of the orphan Pip, the convict Magwitch, the beautiful Estella, and her guardian, the embittered Miss Havisham.",3.76,"Great Expectations",,,,,,
"654","Author","Charles Dickens","WROTE","3052","Book",2002,"9780375759147","The daughter of an imprisoned debtor suffers injustices of nineteenth-century English society.",3.98,"Little Dorrit",,,,,,
"654","Author","Charles Dickens","WROTE","3380","Book",2004,"9780393051582","Presents the original text of 'A Christmas Carol' along with annotations, illustrations, and information about the work.",4.04,"The Annotated Christmas Carol",,,,,,
"654","Author","Charles Dickens","WROTE","4492","Book",2006,"9780451530042","David Copperfield suffers from his abusive stepfather and the betrayal of the scheming Uriah Heep, finds a new life with his formidable aunt, and falls in love with Dora, as he fights to escape his impoverished and unhappy childhood.",3.98,"David Copperfield",,,,,,
"654","Author","Charles Dickens","WROTE","4718","Book",2002,"9780486424538","Portrays the adventures of poor orphan Oliver Twist in the criminal underworld of mid-nineteenth-century London.",3.86,"Oliver Twist",,,,,,
"654","Author","Charles Dickens","WROTE","4825","Book",1993,"9780517093399","A collection of Dickens's best works includes The Pickwick Papers, The Adventures of Oliver Twist, David Copperfield, Great Expectations, and A Tale of Two Cities.",4.29,"Four Novels",,,,,,
"654","Author","Charles Dickens","WROTE","4840","Book",2006,"9780517229279","This gorgeously illustrated, gilt-edged edition of the classic Christmas story and poem will be a treasured memento of hiliday celebrations for years to come. The timeless tale of Ebenezer Scrooge and Moore's classic poem are among the most beloved Christmas stories of all time, and this elegant leather-bound edition is perfect to give as a gift or as an addition to one's own collection.",4.33,"A Christmas Carol and the Night Before Christmas",,,,,,
"654","Author","Charles Dickens","WROTE","7093","Book",2006,"9780763631208","A miser learns the true meaning of Christmas when three ghostly visitors review his past and foretell his future.",4.04,"A Christmas Carol",,,,,,
"654","Author","Charles Dickens","WROTE","9747","Book",2005,"9781580495790","This Prestwick House Literary Touchstone Edition includes a glossary and reader's notes to help the reader fully appreciate the beauty and humor of Dickens's work.In his 'Ghostly little book,' Charles Dickens invents the modern concept of Christmas Spirit and offers one of the world's most adapted and imitated stories. We know Ebenezer Scrooge, Tiny Tim, and the Ghosts of Christmas Past, Present, and Future, not only as fictional characters, but also as icons of the true meaning of Christmas in a world still plagued with avarice and cynicism.",4.04,"A Christmas Carol",,,,,,
"654","Author","Charles Dickens","WROTE","10157","Book",2005,"9781596792371","A miser learns the true meaning of Christmas when three ghostly visitors review his past and foretell his future.",4.34,"A Christmas Carol",,,,,,
"654","Author","Charles Dickens","WROTE","11211","Book",2002,"9781854790477","A prolific novelist and chronicler of Victorian England, the works of Charles Dickens have inspired, enthralled and entertained millions across the globe. In The World According to Charles Dickens, aspects of the personal life of Britain's greatest writer are revealed and explored, along with the highs and lows of his professional life, covering such subjects as childhood and family, women and love, politics and wealth, marriage and divorce. Born in Portsmouth, in 1812, he spent a happy childhood in Chatham, Kent, until the age of twelve, when his father was imprisoned for debt. After working as an office boy, and studying shorthand, he became a reporter for the Morning Chronicle before writing articles for numerous other periodicals. By 1836, these articles were republished in book form as Sketches by Boz. Dickens then began his career as a novelist, and continued to write until his death in 1870. An entertaining and informative biography, which features extracts and quotes from his works, and draws comparisons between the life and work of one of the world's best-known writers, The World According to Charles Dickens provides a fascinating insight into this great individual. A must for all readers and admirers of Dickens.",3.55,"The Wicked Wit of Charles Dickens",,,,,,
"655","Author","Saint Thomas (Aquinas)","WROTE","653","Book",1998,"9780140436327","Brings together sermons, commentary responses to criticism, and substantial extracts from the 'Summa Theologiae,' arranged chronologically.",3.9,"Selected Writings",,,,,,
"655","Author","Saint Thomas (Aquinas)","WROTE","1375","Book",1998,"9780192835857","St Thomas Aquinas (1225-1274) saw religion as part of the natural human propensity to worship. His ability to recognize the naturalness of this phenomenon and simultaneously to go beyond it, to explore spiritual revelation, makes his work fresh and highly readable today. While drawing on a strong distinction between theology and philosophy, Aquinas interleaved them intricately in his writings, which range from an examination of the structures of thought to the concept of God as the end of all things. This accessible new translation chooses substantial passages not only from the indispensable Summa Theologicae, but from many other works, fully illustrating the breadth and progression of Aquinas's philosophy.",3.86,"Selected Philosophical Writings",,,,,,
"655","Author","Saint Thomas (Aquinas)","WROTE","1691","Book",1983,"9780268018498","The Treatise on Happiness and the accompanying Treatise on Human Acts comprise the first twenty-one questions of I-II of the Summa Theologiae. From his careful consideration of what true happiness is, to his comprehensive discussion of how it can be attained, St. Thomas Aquinas offers a challenging and classic statement of the goals of human life, both ultimate and proximate. This translation presents in accurate, consistent, contemporary English the great Christian thinker's enduring contributions on the subject of man's happiness.",3.84,"Treatise on Happiness",,,,,,
"655","Author","Saint Thomas (Aquinas)","WROTE","11452","Book",2002,"9781928832430","From the Church's greatest theologian: the essentials of Catholic doctrine. This book contains Aquinas's simple summary of the Faith. He covers the Trinity, Providence, the Incarnation, the Last Judgment, and much more. It's a concise statement of the key doctrines and elements of the Faith.",4.1,"Aquinas's Shorter Summa",,,,,,
"656","Author","Ralph McInerny","WROTE","653","Book",1998,"9780140436327","Brings together sermons, commentary responses to criticism, and substantial extracts from the 'Summa Theologiae,' arranged chronologically.",3.9,"Selected Writings",,,,,,
"658","Author","Ralph M. McInerny","WROTE","653","Book",1998,"9780140436327","Brings together sermons, commentary responses to criticism, and substantial extracts from the 'Summa Theologiae,' arranged chronologically.",3.9,"Selected Writings",,,,,,
"660","Author","Walter Scott","WROTE","657","Book",2000,"9780140436587","Scott's classic historical romance, set in the twelfth-century England of Richard I, depicts the adventures of the heroic Wilfred of Ivanhoe in winning the hand of beautiful Lady Rowena.",3.75,"Ivanhoe",,,,,,
"662","Author","Jerome Klapka Jerome","WROTE","659","Book",1999,"9780140437508","When J. the narrator, George, Harris and Montmorency the dog set off on their hilarious misadventures, they can hardly predict the troubles that lie ahead with tow-ropes, unreliable weather-forecasts, imaginary illnesses, butter pats and tins of pineapple chunks. Denounced as vulgar by the literary establishment, Three Men in a Boat nevertheless caught the spirit of the times. The expansion of education and the increase in office workers created a new mass readership, and Jerome's book was especially popular among the 'clerking classes' who longed to be 'free from that fretful haste, that vehement striving, that is every day becoming more and more the bane of nineteenth-century life.' So popular did it prove that Jerome reunited his heroes for a bicycle tour of Germany. Despite some sharp, and with hindsight, prophetic observations of the country, Three Men on the Bummel describes an equally picaresque journey constrained only 'by the necessity of getting back within a given time to the point from which one started'.",4.09,"Three Men in a Boat",,,,,,
"664","Author","Daniel Defoe","WROTE","661","Book",2003,"9780140437850","In 1665 the plague swept through London, claiming over 97,000 lives. Daniel Defoe was just five at the time of the plague, but he later called on his own memories, as well as his writing experience, to create this vivid chronicle of the epidemic and its victims. 'A Journal' (1722) follows Defoe's fictional narrator as he traces the devastating progress of the plague through the streets of London. Here we see a city transformed: some of its streets suspiciously empty, some - with crosses on their doors - overwhelmingly full of the sounds and smells of human suffering. And every living citizen he meets has a horrifying story that demands to be heard.",3.53,"A Journal of the Plague Year",,,,,,
"664","Author","Daniel Defoe","WROTE","973","Book",2003,"9780141439822","DEFOE/ROBINSON CRUSOE (BC)",3.67,"Robinson Crusoe",,,,,,
"664","Author","Daniel Defoe","WROTE","3530","Book",1994,"9780393964523","Michael Shinagel has collated the reprint with all six authorizededitions published by Taylor in 1719 to achieve a text that is faithfulto Defoe's original edition. Annotations assist the reader with obscurewords and idioms, biblical references, and nautical terms. 'Contexts' helps the reader understand the novel's historical andreligious significance. Included are four contemporary accounts ofmarooned men, Defoe's autobiographical passages on the novel'sallegorical foundation, and aspects of the Puritan emblematic traditionessential for understanding the novel's religious aspects. 'Eighteenth-and Nineteenth-Century Opinions' is a comprehensive studyof early estimations by prominent literary and political figures,including Alexander Pope, Jean-Jacques Rousseau, Samuel Johnson, SamuelTaylor Coleridge, William Wordsworth, Edgar Allen Poe, Thomas BabingtonMacaulay, Charles Dickens, Karl Marx, and John Stuart Mill. 'Twentieth-Century Criticism' is a collection of fourteen essays (fiveof them new to the Second Edition) that presents a variety ofperspectives on Robinson Crusoe by Virginia Woolf, Ian Watt, EricBerne, Maximillian E. Novak, Frank Budgen, James Joyce, George A.Starr, J. Paul Hunter, James Sutherland, John J. Richetti, LeopoldDamrosch, Jr., John Bender, Michael McKeon, and Carol Houlihan Flynn. A Chronology of Defoe's life and work and an updated SelectedBibliography are also included.",3.67,"Robinson Crusoe",,,,,,
"664","Author","Daniel Defoe","WROTE","10067","Book",2003,"9781593080112","FIRST PUBLISHED 1719. BASED ON THE TRUE STORY OF ANDREW SELKIRK.",3.67,"Robinson Crusoe",,,,,,
"664","Author","Daniel Defoe","WROTE","11202","Book",1993,"9781853260735","With an Introduction and Notes by R.T.Jones, Honorary Fellow of the University of York. The novel follows the life of its eponymous heroine, Moll Flanders, through its many vicissitudes, which include her early seduction, careers in crime and prostitution, conviction for theft and transportation to the plantations of Virginia, and her ultimate redemption and prosperity in the New World. 'Moll Flanders' was one of the first social novels to be published in English and draws heavily on Defoe's experience of the topography and social conditions prevailing in the London of the late 17th century. AUTHOR: Born Daniel Foe in London in 1660, Defoe was a prodigious writer on many subjects, producing over 500 books, pamphlets and articles. He is now remembered for his novels, primarily 'The Life and Strange Suprizing Adventures of Robinson Crusoe, of York' and 'The Fortunes and Misfortunes of the Famous Moll Flanders' and is considered to be one of the key figures in establishing the format of the English novel.",3.52,"Moll Flanders",,,,,,
"666","Author","George Bernard Shaw","WROTE","663","Book",2003,"9780140437911","One of Shaw's most unusual and enduringly popular plays. With SAINT JOAN (1923) Shaw reached the height of his fame and Joan is one of his finest creations; forceful, vital, and rebelling against the values that surround her. The play distils Shaw's views on the subjects of politics, religion and creative evolution.",3.79,"Saint Joan",,,,,,
"666","Author","George Bernard Shaw","WROTE","962","Book",2003,"9780141439501","Professor Higgins succeeds in transforming an unkempt London flower girl into a society belle.",3.9,"Pygmalion",,,,,,
"0","Book",,"BELONG_TO","4","Category",,,,,,2009,"9780061954597","This is the second book in New York Times bestselling author Scott Westerfeld’s Midnighters series. As the Midnighters search for the truth about the secret hour, they uncover terrifying mysteries woven into the very fabric of Bixby’s history, and a conspiracy that touches the world of daylight. This time Jessica Day is not the only Midnighter in mortal danger, and if the group can’t find a way to come together, they could lose one of their own . . . forever. Touching Darkness is the second book in the Midnighters trilogy, from the New York Times bestselling author of the Uglies series.",0,"Midnighters #2: Touching Darkness","Young Adult Fiction"
